,user,state,action,follow_up_state,Recency,Frequency,Monetary
669,DJFVD,150,mail,130,20,9,7
670,DNCIG,150,mail,130,1,3,7
671,DNCIG,150,mail,130,20,9,7
672,FVEVB,170,mail,200,9,16,7
673,FVKEW,170,mail,200,20,3,7
674,FVKEW,170,mail,170,1,3,2
675,DNCIG,170,mail,170,9,16,2
676,DJFVD,170,mail,170,1,9,7
677,DNCIG,170,mail,170,20,9,7
678,FVKEW,200,mail,200,9,16,7
679,FVEVB,200,mail,200,1,9,2
680,FVNIW,200,mail,200,1,9,5
681,DJFVD,200,mail,200,1,3,7
682,FVEVB,200,mail,200,9,3,7
683,DJFVD,200,mail,200,1,16,7
684,FVKEW,50,call,100,9,3,2
685,DNCIG,50,call,100,20,3,2
686,FVEVB,50,call,100,9,9,5
687,FVKEW,50,call,100,1,9,5
688,DNCIG,50,call,100,9,3,7
689,FVEVB,50,call,130,20,9,5
690,FVKEW,100,call,50,1,9,2
691,DNCIG,100,call,50,1,3,7
692,FVEVB,100,call,50,1,3,7
693,FVKEW,100,call,50,20,3,7
694,DNCIG,100,call,100,1,3,5
695,FVEVB,100,call,130,9,16,7
696,FVNIW,130,call,50,20,3,5
697,FVKEW,130,call,50,20,9,7
698,FVKEW,130,call,50,9,3,7
699,FVKEW,130,call,100,9,9,2
700,DNCIG,130,call,100,9,9,2
701,FVEVB,130,call,130,9,9,5
702,FVNIW,150,call,50,1,3,2
703,FVKEW,150,call,100,9,3,2
704,DJFVD,150,call,100,9,3,2
705,DJFVD,150,call,130,1,9,7
706,DJFVD,150,call,130,1,3,2
707,DNCIG,150,call,130,20,16,2
708,DJFVD,170,call,150,1,16,7
709,FVNIW,170,call,150,9,16,2
710,FVEVB,170,call,150,20,16,5
711,DJFVD,170,call,150,9,3,7
712,DJFVD,170,call,130,20,3,7
713,FVEVB,170,call,100,9,3,7
714,FVKEW,200,call,170,1,16,2
715,FVEVB,200,call,170,9,16,5
716,DNCIG,200,call,170,20,3,7
717,DNCIG,200,call,150,9,16,5
718,FVEVB,200,call,150,1,3,2
719,FVKEW,200,call,150,9,9,5
720,FVKEW,50,email,50,1,3,2
721,FVKEW,50,email,100,20,16,5
722,DJFVD,50,email,100,20,16,2
723,FVNIW,50,email,100,9,3,2
724,FVEVB,50,email,100,1,16,2
725,FVNIW,50,email,130,20,3,2
726,FVKEW,100,email,50,20,9,7
727,DNCIG,100,email,50,1,3,2
728,DNCIG,100,email,100,1,3,5
729,FVNIW,100,email,100,20,16,5
730,FVEVB,100,email,100,20,16,7
731,FVNIW,100,email,130,1,3,5
732,DJFVD,130,email,130,9,9,2
733,FVKEW,130,email,130,20,3,7
734,FVKEW,130,email,130,20,16,2
735,FVNIW,130,email,130,9,9,5
736,DJFVD,130,email,130,20,3,2
737,DNCIG,130,email,130,20,9,2
738,FVEVB,150,email,50,9,3,2
739,FVEVB,150,email,130,20,9,2
740,DNCIG,150,email,130,20,16,2
741,FVKEW,150,email,130,1,9,2
742,DJFVD,150,email,100,1,9,2
743,FVNIW,150,email,130,1,9,5
744,DJFVD,170,email,170,1,9,7
745,DNCIG,170,email,170,9,9,5
746,FVEVB,170,email,150,20,3,2
747,FVNIW,170,email,150,9,3,7
748,DNCIG,170,email,150,20,16,2
749,FVKEW,170,email,150,20,9,7
750,DNCIG,200,email,200,9,9,5
751,DJFVD,200,email,170,1,3,2
752,FVNIW,200,email,150,1,3,5
753,FVEVB,200,email,150,20,9,2
754,DNCIG,200,email,150,9,9,7
755,FVEVB,200,email,150,9,3,7
756,FVEVB,50,agent,100,20,16,7
757,FVNIW,50,agent,130,20,9,7
758,FVKEW,50,agent,130,1,16,7
759,DJFVD,50,agent,150,20,3,5
760,FVNIW,50,agent,150,9,9,7
761,DNCIG,50,agent,170,9,9,5
762,FVKEW,100,agent,130,9,16,5
763,DJFVD,100,agent,130,1,16,2
764,FVNIW,100,agent,150,9,16,2
765,FVKEW,100,agent,150,20,9,2
766,DNCIG,100,agent,150,20,16,2
767,FVNIW,100,agent,170,1,3,2
768,FVNIW,130,agent,130,20,9,5
769,DNCIG,130,agent,130,9,16,2
770,FVKEW,130,agent,150,9,9,5
771,DJFVD,130,agent,150,20,16,2
772,DNCIG,130,agent,150,20,9,2
773,DJFVD,130,agent,170,20,9,2
774,DJFVD,150,agent,150,20,3,7
775,FVNIW,150,agent,150,1,9,2
776,DNCIG,150,agent,150,9,16,2
777,DJFVD,150,agent,170,9,9,5
778,DNCIG,150,agent,170,1,9,2
779,FVEVB,150,agent,130,20,3,2
780,FVNIW,170,agent,150,1,16,5
781,FVEVB,170,agent,170,1,9,5
782,DJFVD,170,agent,200,9,3,7
783,FVEVB,170,agent,200,20,9,7
784,FVEVB,170,agent,200,9,3,7
785,DJFVD,170,agent,130,20,3,5
786,DNCIG,200,agent,200,20,3,5
787,DNCIG,200,agent,200,20,16,5
788,FVEVB,200,agent,200,1,9,7
789,FVNIW,200,agent,170,9,16,5
790,FVNIW,200,agent,170,9,3,2
791,DNCIG,200,agent,170,20,16,5
792,FVKEW,50,tv,50,9,16,7
793,DJFVD,50,tv,50,20,9,2
794,DJFVD,50,tv,100,20,16,5
795,FVKEW,50,tv,100,20,3,5
796,DNCIG,50,tv,130,1,16,7
797,FVNIW,50,tv,150,9,3,2
798,FVKEW,100,tv,100,9,3,5
799,FVNIW,100,tv,100,1,3,2
800,DNCIG,100,tv,100,1,9,5
801,DJFVD,100,tv,130,20,3,5
802,FVEVB,100,tv,130,1,3,2
803,FVKEW,100,tv,170,20,3,7
804,FVEVB,130,tv,130,9,16,7
805,FVKEW,130,tv,130,1,9,7
806,DJFVD,130,tv,130,9,9,5
807,FVKEW,130,tv,150,20,9,2
808,FVNIW,130,tv,150,9,16,7
809,FVKEW,130,tv,150,20,16,5
810,FVEVB,150,tv,150,20,9,5
811,DNCIG,150,tv,150,20,9,2
812,FVEVB,150,tv,150,9,16,2
813,DNCIG,150,tv,150,1,9,7
814,DJFVD,150,tv,170,1,16,7
815,FVKEW,150,tv,130,1,16,5
816,FVNIW,170,tv,170,1,16,5
817,FVNIW,170,tv,170,20,3,7
818,FVNIW,170,tv,200,20,3,2
819,FVNIW,170,tv,150,20,9,2
820,DJFVD,170,tv,200,9,3,7
821,FVEVB,170,tv,170,9,3,2
822,DJFVD,200,tv,200,20,3,5
823,FVEVB,200,tv,200,20,3,5
824,FVEVB,200,tv,150,20,9,2
825,FVNIW,200,tv,170,1,9,5
826,DNCIG,200,tv,200,1,3,7
827,FVNIW,200,tv,170,9,16,2
828,FVKEW,50,no contact,50,1,3,5
829,FVEVB,50,no contact,50,1,3,2
830,FVEVB,50,no contact,50,1,16,7
831,FVNIW,50,no contact,50,9,9,2
832,FVNIW,50,no contact,50,20,9,5
833,DNCIG,50,no contact,50,1,3,2
834,DJFVD,100,no contact,100,20,9,7
835,FVEVB,100,no contact,50,1,9,5
836,FVKEW,100,no contact,100,9,16,5
837,DNCIG,100,no contact,50,1,9,2
838,FVKEW,100,no contact,130,9,9,7
839,FVEVB,100,no contact,130,9,3,7
840,DNCIG,130,no contact,130,20,3,7
841,FVNIW,130,no contact,150,9,3,2
842,DNCIG,130,no contact,130,1,3,2
843,DJFVD,130,no contact,150,1,9,5
844,DNCIG,130,no contact,100,20,9,7
845,DJFVD,130,no contact,100,1,9,5
846,DJFVD,150,no contact,130,9,16,2
847,DNCIG,150,no contact,130,9,9,2
848,DJFVD,150,no contact,150,9,9,2
849,FVEVB,150,no contact,150,20,9,2
850,DNCIG,150,no contact,170,9,3,5
851,FVEVB,150,no contact,100,20,3,2
852,DNCIG,170,no contact,150,1,3,7
853,FVEVB,170,no contact,170,1,3,7
854,FVEVB,170,no contact,200,1,3,7
855,DNCIG,170,no contact,200,1,16,7
856,FVEVB,170,no contact,200,20,16,2
857,DNCIG,170,no contact,200,1,9,7
858,FVNIW,200,no contact,200,20,3,7
859,FVNIW,200,no contact,200,1,9,7
860,FVEVB,200,no contact,200,1,9,5
861,FVNIW,200,no contact,170,20,16,5
862,DNCIG,200,no contact,200,1,3,5
863,DNCIG,200,no contact,170,1,9,2
864,FVNIW,50,mail,50,1,3,2
865,FVNIW,50,mail,50,20,9,7
866,DJFVD,50,mail,100,1,16,7
867,DJFVD,50,mail,130,20,3,2
868,FVNIW,50,mail,130,1,16,7
869,FVEVB,50,mail,150,20,16,7
870,FVKEW,100,mail,100,1,9,2
871,FVKEW,100,mail,100,20,9,2
872,DJFVD,100,mail,100,1,16,7
873,DJFVD,100,mail,130,1,9,7
874,FVEVB,100,mail,130,9,3,5
875,FVEVB,100,mail,150,9,3,5
876,DJFVD,130,mail,50,9,9,2
877,FVEVB,130,mail,50,9,9,7
878,FVNIW,130,mail,100,1,3,7
879,DJFVD,130,mail,130,1,3,7
880,FVEVB,130,mail,130,1,16,5
881,DNCIG,130,mail,150,1,9,2
882,DJFVD,150,mail,50,20,9,5
883,DJFVD,150,mail,100,1,16,5
884,FVNIW,150,mail,100,9,9,2
885,DJFVD,150,mail,130,20,9,7
886,DNCIG,150,mail,130,1,3,7
887,DNCIG,150,mail,130,20,9,7
888,FVEVB,170,mail,200,9,16,7
889,FVKEW,170,mail,200,20,3,7
890,FVKEW,170,mail,170,1,3,2
891,DNCIG,170,mail,170,9,16,2
892,DJFVD,170,mail,170,1,9,7
893,DNCIG,170,mail,170,20,9,7
894,FVKEW,200,mail,200,9,16,7
895,FVEVB,200,mail,200,1,9,2
896,FVNIW,200,mail,200,1,9,5
897,DJFVD,200,mail,200,1,3,7
898,FVEVB,200,mail,200,9,3,7
899,DJFVD,200,mail,200,1,16,7
900,FVKEW,50,call,100,9,3,2
901,DNCIG,50,call,100,20,3,2
902,FVEVB,50,call,100,9,9,5
903,FVKEW,50,call,100,1,9,5
904,DNCIG,50,call,100,9,3,7
905,FVEVB,50,call,130,20,9,5
906,FVKEW,100,call,50,1,9,2
907,DNCIG,100,call,50,1,3,7
908,FVEVB,100,call,50,1,3,7
909,FVKEW,100,call,50,20,3,7
910,DNCIG,100,call,100,1,3,5
911,FVEVB,100,call,130,9,16,7
912,FVNIW,130,call,50,20,3,5
913,FVKEW,130,call,50,20,9,7
914,FVKEW,130,call,50,9,3,7
915,FVKEW,130,call,100,9,9,2
916,DNCIG,130,call,100,9,9,2
917,FVEVB,130,call,130,9,9,5
918,FVNIW,150,call,50,1,3,2
919,FVKEW,150,call,100,9,3,2
920,DJFVD,150,call,100,9,3,2
921,DJFVD,150,call,130,1,9,7
922,DJFVD,150,call,130,1,3,2
923,DNCIG,150,call,130,20,16,2
924,DJFVD,170,call,150,1,16,7
925,FVNIW,170,call,150,9,16,2
926,FVEVB,170,call,150,20,16,5
927,DJFVD,170,call,150,9,3,7
928,DJFVD,170,call,130,20,3,7
929,FVEVB,170,call,100,9,3,7
930,FVKEW,200,call,170,1,16,2
931,FVEVB,200,call,170,9,16,5
932,DNCIG,200,call,170,20,3,7
933,DNCIG,200,call,150,9,16,5
934,FVEVB,200,call,150,1,3,2
935,FVKEW,200,call,150,9,9,5
936,FVKEW,50,email,50,1,3,2
937,FVKEW,50,email,100,20,16,5
938,DJFVD,50,email,100,20,16,2
939,FVNIW,50,email,100,9,3,2
940,FVEVB,50,email,100,1,16,2
941,FVNIW,50,email,130,20,3,2
942,FVKEW,100,email,50,20,9,7
943,DNCIG,100,email,50,1,3,2
944,DNCIG,100,email,100,1,3,5
945,FVNIW,100,email,100,20,16,5
946,FVEVB,100,email,100,20,16,7
947,FVNIW,100,email,130,1,3,5
948,DJFVD,130,email,130,9,9,2
949,FVKEW,130,email,130,20,3,7
950,FVKEW,130,email,130,20,16,2
951,FVNIW,130,email,130,9,9,5
952,DJFVD,130,email,130,20,3,2
953,DNCIG,130,email,130,20,9,2
954,FVEVB,150,email,50,9,3,2
955,FVEVB,150,email,130,20,9,2
956,DNCIG,150,email,130,20,16,2
957,FVKEW,150,email,130,1,9,2
958,DJFVD,150,email,100,1,9,2
959,FVNIW,150,email,130,1,9,5
960,DJFVD,170,email,170,1,9,7
961,DNCIG,170,email,170,9,9,5
962,FVEVB,170,email,150,20,3,2
963,FVNIW,170,email,150,9,3,7
964,DNCIG,170,email,150,20,16,2
965,FVKEW,170,email,150,20,9,7
966,DNCIG,200,email,200,9,9,5
967,DJFVD,200,email,170,1,3,2
968,FVNIW,200,email,150,1,3,5
969,FVEVB,200,email,150,20,9,2
970,DNCIG,200,email,150,9,9,7
971,FVEVB,200,email,150,9,3,7
972,FVEVB,50,agent,100,20,16,7
973,FVNIW,50,agent,130,20,9,7
974,FVKEW,50,agent,130,1,16,7
975,DJFVD,50,agent,150,20,3,5
976,FVNIW,50,agent,150,9,9,7
977,DNCIG,50,agent,170,9,9,5
978,FVKEW,100,agent,130,9,16,5
979,DJFVD,100,agent,130,1,16,2
980,FVNIW,100,agent,150,9,16,2
981,FVKEW,100,agent,150,20,9,2
982,DNCIG,100,agent,150,20,16,2
983,FVNIW,100,agent,170,1,3,2
984,FVNIW,130,agent,130,20,9,5
985,DNCIG,130,agent,130,9,16,2
986,FVKEW,130,agent,150,9,9,5
987,DJFVD,130,agent,150,20,16,2
988,DNCIG,130,agent,150,20,9,2
989,DJFVD,130,agent,170,20,9,2
990,DJFVD,150,agent,150,20,3,7
991,FVNIW,150,agent,150,1,9,2
992,DNCIG,150,agent,150,9,16,2
993,DJFVD,150,agent,170,9,9,5
994,DNCIG,150,agent,170,1,9,2
995,FVEVB,150,agent,130,20,3,2
996,FVNIW,170,agent,150,1,16,5
997,FVEVB,170,agent,170,1,9,5
998,DJFVD,170,agent,200,9,3,7
999,FVEVB,170,agent,200,20,9,7
1000,FVEVB,170,agent,200,9,3,7
1001,DJFVD,170,agent,130,20,3,5
1002,DNCIG,200,agent,200,20,3,5
1003,DNCIG,200,agent,200,20,16,5
1004,FVEVB,200,agent,200,1,9,7
1005,FVNIW,200,agent,170,9,16,5
1006,FVNIW,200,agent,170,9,3,2
1007,DNCIG,200,agent,170,20,16,5
1008,FVKEW,50,tv,50,9,16,7
1009,DJFVD,50,tv,50,20,9,2
1010,DJFVD,50,tv,100,20,16,5
1011,FVKEW,50,tv,100,20,3,5
1012,DNCIG,50,tv,130,1,16,7
1013,FVNIW,50,tv,150,9,3,2
1014,FVKEW,100,tv,100,9,3,5
1015,FVNIW,100,tv,100,1,3,2
1016,DNCIG,100,tv,100,1,9,5
1017,DJFVD,100,tv,130,20,3,5
1018,FVEVB,100,tv,130,1,3,2
1019,FVKEW,100,tv,170,20,3,7
1020,FVEVB,130,tv,130,9,16,7
1021,FVKEW,130,tv,130,1,9,7
1022,DJFVD,130,tv,130,9,9,5
1023,FVKEW,130,tv,150,20,9,2
1024,FVNIW,130,tv,150,9,16,7
1025,FVKEW,130,tv,150,20,16,5
1026,FVEVB,150,tv,150,20,9,5
1027,DNCIG,150,tv,150,20,9,2
1028,FVEVB,150,tv,150,9,16,2
1029,DNCIG,150,tv,150,1,9,7
1030,DJFVD,150,tv,170,1,16,7
1031,FVKEW,150,tv,130,1,16,5
1032,FVNIW,170,tv,170,1,16,5
1033,FVNIW,170,tv,170,20,3,7
1034,FVNIW,170,tv,200,20,3,2
1035,FVNIW,170,tv,150,20,9,2
1036,DJFVD,170,tv,200,9,3,7
1037,FVEVB,170,tv,170,9,3,2
1038,DJFVD,200,tv,200,20,3,5
1039,FVEVB,200,tv,200,20,3,5
1040,FVEVB,200,tv,150,20,9,2
1041,FVNIW,200,tv,170,1,9,5
1042,DNCIG,200,tv,200,1,3,7
1043,FVNIW,200,tv,170,9,16,2
1044,FVKEW,50,no contact,50,1,3,5
1045,FVEVB,50,no contact,50,1,3,2
1046,FVEVB,50,no contact,50,1,16,7
1047,FVNIW,50,no contact,50,9,9,2
1048,FVNIW,50,no contact,50,20,9,5
1049,DNCIG,50,no contact,50,1,3,2
1050,DJFVD,100,no contact,100,20,9,7
1051,FVEVB,100,no contact,50,1,9,5
1052,FVKEW,100,no contact,100,9,16,5
1053,DNCIG,100,no contact,50,1,9,2
1054,FVKEW,100,no contact,130,9,9,7
1055,FVEVB,100,no contact,130,9,3,7
1056,DNCIG,130,no contact,130,20,3,7
1057,FVNIW,130,no contact,150,9,3,2
1058,DNCIG,130,no contact,130,1,3,2
1059,DJFVD,130,no contact,150,1,9,5
1060,DNCIG,130,no contact,100,20,9,7
1061,DJFVD,130,no contact,100,1,9,5
1062,DJFVD,150,no contact,130,9,16,2
1063,DNCIG,150,no contact,130,9,9,2
1064,DJFVD,150,no contact,150,9,9,2
1065,FVEVB,150,no contact,150,20,9,2
1066,DNCIG,150,no contact,170,9,3,5
1067,FVEVB,150,no contact,100,20,3,2
1068,DNCIG,170,no contact,150,1,3,7
1069,FVEVB,170,no contact,170,1,3,7
1070,FVEVB,170,no contact,200,1,3,7
1071,DNCIG,170,no contact,200,1,16,7
1072,FVEVB,170,no contact,200,20,16,2
1073,DNCIG,170,no contact,200,1,9,7
1074,FVNIW,200,no contact,200,20,3,7
1075,FVNIW,200,no contact,200,1,9,7
1076,FVEVB,200,no contact,200,1,9,5
1077,FVNIW,200,no contact,170,20,16,5
1078,DNCIG,200,no contact,200,1,3,5
1079,DNCIG,200,no contact,170,1,9,2
1080,FVNIW,50,mail,50,1,3,2
1081,FVNIW,50,mail,50,20,9,7
1082,DJFVD,50,mail,100,1,16,7
1083,DJFVD,50,mail,130,20,3,2
1084,FVNIW,50,mail,130,1,16,7
1085,FVEVB,50,mail,150,20,16,7
1086,FVKEW,100,mail,100,1,9,2
1087,FVKEW,100,mail,100,20,9,2
1088,DJFVD,100,mail,100,1,16,7
1089,DJFVD,100,mail,130,1,9,7
1090,FVEVB,100,mail,130,9,3,5
1091,FVEVB,100,mail,150,9,3,5
1092,DJFVD,130,mail,50,9,9,2
1093,FVEVB,130,mail,50,9,9,7
1094,FVNIW,130,mail,100,1,3,7
1095,DJFVD,130,mail,130,1,3,7
1096,FVEVB,130,mail,130,1,16,5
1097,DNCIG,130,mail,150,1,9,2
1098,DJFVD,150,mail,50,20,9,5
1099,DJFVD,150,mail,100,1,16,5
1100,FVNIW,150,mail,100,9,9,2
1101,DJFVD,150,mail,130,20,9,7
1102,DNCIG,150,mail,130,1,3,7
1103,DNCIG,150,mail,130,20,9,7
1104,FVEVB,170,mail,200,9,16,7
1105,FVKEW,170,mail,200,20,3,7
1106,FVKEW,170,mail,170,1,3,2
1107,DNCIG,170,mail,170,9,16,2
1108,DJFVD,170,mail,170,1,9,7
1109,DNCIG,170,mail,170,20,9,7
1110,FVKEW,200,mail,200,9,16,7
1111,FVEVB,200,mail,200,1,9,2
1112,FVNIW,200,mail,200,1,9,5
1113,DJFVD,200,mail,200,1,3,7
1114,FVEVB,200,mail,200,9,3,7
1115,DJFVD,200,mail,200,1,16,7
1116,FVKEW,50,call,100,9,3,2
1117,DNCIG,50,call,100,20,3,2
1118,FVEVB,50,call,100,9,9,5
1119,FVKEW,50,call,100,1,9,5
1120,DNCIG,50,call,100,9,3,7
1121,FVEVB,50,call,130,20,9,5
1122,FVKEW,100,call,50,1,9,2
1123,DNCIG,100,call,50,1,3,7
1124,FVEVB,100,call,50,1,3,7
1125,FVKEW,100,call,50,20,3,7
1126,DNCIG,100,call,100,1,3,5
1127,FVEVB,100,call,130,9,16,7
1128,FVNIW,130,call,50,20,3,5
1129,FVKEW,130,call,50,20,9,7
1130,FVKEW,130,call,50,9,3,7
1131,FVKEW,130,call,100,9,9,2
1132,DNCIG,130,call,100,9,9,2
1133,FVEVB,130,call,130,9,9,5
1134,FVNIW,150,call,50,1,3,2
1135,FVKEW,150,call,100,9,3,2
1136,DJFVD,150,call,100,9,3,2
1137,DJFVD,150,call,130,1,9,7
1138,DJFVD,150,call,130,1,3,2
1139,DNCIG,150,call,130,20,16,2
1140,DJFVD,170,call,150,1,16,7
1141,FVNIW,170,call,150,9,16,2
1142,FVEVB,170,call,150,20,16,5
1143,DJFVD,170,call,150,9,3,7
1144,DJFVD,170,call,130,20,3,7
1145,FVEVB,170,call,100,9,3,7
1146,FVKEW,200,call,170,1,16,2
1147,FVEVB,200,call,170,9,16,5
1148,DNCIG,200,call,170,20,3,7
1149,DNCIG,200,call,150,9,16,5
1150,FVEVB,200,call,150,1,3,2
1151,FVKEW,200,call,150,9,9,5
1152,FVKEW,50,email,50,1,3,2
1153,FVKEW,50,email,100,20,16,5
1154,DJFVD,50,email,100,20,16,2
1155,FVNIW,50,email,100,9,3,2
1156,FVEVB,50,email,100,1,16,2
1157,FVNIW,50,email,130,20,3,2
1158,FVKEW,100,email,50,20,9,7
1159,DNCIG,100,email,50,1,3,2
1160,DNCIG,100,email,100,1,3,5
1161,FVNIW,100,email,100,20,16,5
1162,FVEVB,100,email,100,20,16,7
1163,FVNIW,100,email,130,1,3,5
1164,DJFVD,130,email,130,9,9,2
1165,FVKEW,130,email,130,20,3,7
1166,FVKEW,130,email,130,20,16,2
1167,FVNIW,130,email,130,9,9,5
1168,DJFVD,130,email,130,20,3,2
1169,DNCIG,130,email,130,20,9,2
1170,FVEVB,150,email,50,9,3,2
1171,FVEVB,150,email,130,20,9,2
1172,DNCIG,150,email,130,20,16,2
1173,FVKEW,150,email,130,1,9,2
1174,DJFVD,150,email,100,1,9,2
1175,FVNIW,150,email,130,1,9,5
1176,DJFVD,170,email,170,1,9,7
1177,DNCIG,170,email,170,9,9,5
1178,FVEVB,170,email,150,20,3,2
1179,FVNIW,170,email,150,9,3,7
1180,DNCIG,170,email,150,20,16,2
1181,FVKEW,170,email,150,20,9,7
1182,DNCIG,200,email,200,9,9,5
1183,DJFVD,200,email,170,1,3,2
1184,FVNIW,200,email,150,1,3,5
1185,FVEVB,200,email,150,20,9,2
1186,DNCIG,200,email,150,9,9,7
1187,FVEVB,200,email,150,9,3,7
1188,FVEVB,50,agent,100,20,16,7
1189,FVNIW,50,agent,130,20,9,7
1190,FVKEW,50,agent,130,1,16,7
1191,DJFVD,50,agent,150,20,3,5
1192,FVNIW,50,agent,150,9,9,7
1193,DNCIG,50,agent,170,9,9,5
1194,FVKEW,100,agent,130,9,16,5
1195,DJFVD,100,agent,130,1,16,2
1196,FVNIW,100,agent,150,9,16,2
1197,FVKEW,100,agent,150,20,9,2
1198,DNCIG,100,agent,150,20,16,2
1199,FVNIW,100,agent,170,1,3,2
1200,FVNIW,130,agent,130,20,9,5
1201,DNCIG,130,agent,130,9,16,2
1202,FVKEW,130,agent,150,9,9,5
1203,DJFVD,130,agent,150,20,16,2
1204,DNCIG,130,agent,150,20,9,2
1205,DJFVD,130,agent,170,20,9,2
1206,DJFVD,150,agent,150,20,3,7
1207,FVNIW,150,agent,150,1,9,2
1208,DNCIG,150,agent,150,9,16,2
1209,DJFVD,150,agent,170,9,9,5
1210,DNCIG,150,agent,170,1,9,2
1211,FVEVB,150,agent,130,20,3,2
1212,FVNIW,170,agent,150,1,16,5
1213,FVEVB,170,agent,170,1,9,5
1214,DJFVD,170,agent,200,9,3,7
1215,FVEVB,170,agent,200,20,9,7
1216,FVEVB,170,agent,200,9,3,7
1217,DJFVD,170,agent,130,20,3,5
1218,DNCIG,200,agent,200,20,3,5
1219,DNCIG,200,agent,200,20,16,5
1220,FVEVB,200,agent,200,1,9,7
1221,FVNIW,200,agent,170,9,16,5
1222,FVNIW,200,agent,170,9,3,2
1223,DNCIG,200,agent,170,20,16,5
1224,FVKEW,50,tv,50,9,16,7
1225,DJFVD,50,tv,50,20,9,2
1226,DJFVD,50,tv,100,20,16,5
1227,FVKEW,50,tv,100,20,3,5
1228,DNCIG,50,tv,130,1,16,7
1229,FVNIW,50,tv,150,9,3,2
1230,FVKEW,100,tv,100,9,3,5
1231,FVNIW,100,tv,100,1,3,2
1232,DNCIG,100,tv,100,1,9,5
1233,DJFVD,100,tv,130,20,3,5
1234,FVEVB,100,tv,130,1,3,2
1235,FVKEW,100,tv,170,20,3,7
1236,FVEVB,130,tv,130,9,16,7
1237,FVKEW,130,tv,130,1,9,7
1238,DJFVD,130,tv,130,9,9,5
1239,FVKEW,130,tv,150,20,9,2
1240,FVNIW,130,tv,150,9,16,7
1241,FVKEW,130,tv,150,20,16,5
1242,FVEVB,150,tv,150,20,9,5
1243,DNCIG,150,tv,150,20,9,2
1244,FVEVB,150,tv,150,9,16,2
1245,DNCIG,150,tv,150,1,9,7
1246,DJFVD,150,tv,170,1,16,7
1247,FVKEW,150,tv,130,1,16,5
1248,FVNIW,170,tv,170,1,16,5
1249,FVNIW,170,tv,170,20,3,7
1250,FVNIW,170,tv,200,20,3,2
1251,FVNIW,170,tv,150,20,9,2
1252,DJFVD,170,tv,200,9,3,7
1253,FVEVB,170,tv,170,9,3,2
1254,DJFVD,200,tv,200,20,3,5
1255,FVEVB,200,tv,200,20,3,5
1256,FVEVB,200,tv,150,20,9,2
1257,FVNIW,200,tv,170,1,9,5
1258,DNCIG,200,tv,200,1,3,7
1259,FVNIW,200,tv,170,9,16,2
1260,FVKEW,50,no contact,50,1,3,5
1261,FVEVB,50,no contact,50,1,3,2
1262,FVEVB,50,no contact,50,1,16,7
1263,FVNIW,50,no contact,50,9,9,2
1264,FVNIW,50,no contact,50,20,9,5
1265,DNCIG,50,no contact,50,1,3,2
1266,DJFVD,100,no contact,100,20,9,7
1267,FVEVB,100,no contact,50,1,9,5
1268,FVKEW,100,no contact,100,9,16,5
1269,DNCIG,100,no contact,50,1,9,2
1270,FVKEW,100,no contact,130,9,9,7
1271,FVEVB,100,no contact,130,9,3,7
1272,DNCIG,130,no contact,130,20,3,7
1273,FVNIW,130,no contact,150,9,3,2
1274,DNCIG,130,no contact,130,1,3,2
1275,DJFVD,130,no contact,150,1,9,5
1276,DNCIG,130,no contact,100,20,9,7
1277,DJFVD,130,no contact,100,1,9,5
1278,DJFVD,150,no contact,130,9,16,2
1279,DNCIG,150,no contact,130,9,9,2
1280,DJFVD,150,no contact,150,9,9,2
1281,FVEVB,150,no contact,150,20,9,2
1282,DNCIG,150,no contact,170,9,3,5
1283,FVEVB,150,no contact,100,20,3,2
1284,DNCIG,170,no contact,150,1,3,7
1285,FVEVB,170,no contact,170,1,3,7
1286,FVEVB,170,no contact,200,1,3,7
1287,DNCIG,170,no contact,200,1,16,7
1288,FVEVB,170,no contact,200,20,16,2
1289,DNCIG,170,no contact,200,1,9,7
1290,FVNIW,200,no contact,200,20,3,7
1291,FVNIW,200,no contact,200,1,9,7
1292,FVEVB,200,no contact,200,1,9,5
1293,FVNIW,200,no contact,170,20,16,5
1294,DNCIG,200,no contact,200,1,3,5
1295,DNCIG,200,no contact,170,1,9,2
1296,FVNIW,50,mail,50,1,3,2
1297,FVNIW,50,mail,50,20,9,7
1298,DJFVD,50,mail,100,1,16,7
1299,DJFVD,50,mail,130,20,3,2
1300,FVNIW,50,mail,130,1,16,7
1301,FVEVB,50,mail,150,20,16,7
1302,FVKEW,100,mail,100,1,9,2
1303,FVKEW,100,mail,100,20,9,2
1304,DJFVD,100,mail,100,1,16,7
1305,DJFVD,100,mail,130,1,9,7
1306,FVEVB,100,mail,130,9,3,5
1307,FVEVB,100,mail,150,9,3,5
1308,DJFVD,130,mail,50,9,9,2
1309,FVEVB,130,mail,50,9,9,7
1310,FVNIW,130,mail,100,1,3,7
1311,DJFVD,130,mail,130,1,3,7
1312,FVEVB,130,mail,130,1,16,5
1313,DNCIG,130,mail,150,1,9,2
1314,DJFVD,150,mail,50,20,9,5
1315,DJFVD,150,mail,100,1,16,5
1316,FVNIW,150,mail,100,9,9,2
1317,DJFVD,150,mail,130,20,9,7
1318,DNCIG,150,mail,130,1,3,7
1319,DNCIG,150,mail,130,20,9,7
1320,FVEVB,170,mail,200,9,16,7
1321,FVKEW,170,mail,200,20,3,7
1322,FVKEW,170,mail,170,1,3,2
1323,DNCIG,170,mail,170,9,16,2
